Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);Bayer (EUR);BP (EUR);BMW (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);Einhell Ger  Vz I (EUR);E.ON (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);Novartis (EUR);NVIDIA (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);Rheinmetall (EUR);RWE (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
01.11.2023 00:00:00;101,98;128,3;119,78;129,26;42495;40,44;5735;88,95;71,14;49405;10,35;10,40;20,76;45,56;;11405;31575;17,28;99,90;59,86;174,48;137,35;12052;27,80;35,32;365,35;56,71;144,50;295,20;327,80;;40385;14435;28,90;83,08;38,1738;275,80;36,41;128,52;31005;126,20;195,40;5,88;111,30;112,00
02.11.2023 00:00:00;101,08;129,66;120,28;130,00;43,80;41495;5,77;91,73;72,16;49835;10,38;10604;21455;45,95;;11415;31,70;17,76;102,86;59,90;175,92;137,90;11,95;28,70;35505;367,40;58,00;144,55;291,90;328,40;;40955;16,80;28,65;88,00;38,0571;273,20;36,68;129,60;32285;129,36;204,00;5,86;115,95;115,90
03.11.2023 00:00:00;104,34;129,38;120,08;129,00;43,82;42275;5659;93,08;71,50;49355;10345;10672;21335;46,50;;11365;31045;17835;100,38;59,46;176,82;138,15;12306;29275;35,52;366,60;58,00;147,10;292,75;328,50;;41915;17535;29,20;90,52;38,6934;270,10;36,92;129,24;30,97;128,12;204,90;5,84;117,45;116,65
06.11.2023 00:00:00;104,02;128,1;121,52;130,14;43,14;42,15;5675;92,74;70,40;49,72;10,44;10636;21,30;46,01;;11,29;31,07;17515;98,75;59,64;175,46;138,85;12,38;29,10;35,38;367,15;57,60;147,20;294,00;332,50;;42,62;17275;29,00;90,30;38,4389;270,70;36,97;129,12;31,12;129,16;204,45;5,98;117,90;117,55
07.11.2023 00:00:00;106,02;128,98;122,56;133,56;43565;41845;5557;91,72;70,28;49795;10,43;10502;21185;45,23;;11355;30,13;17,72;97,48;59,30;174,20;139,20;12,19;29545;36,27;363,95;56,98;148,75;297,50;337,25;;42965;17575;29,20;89,20;38,5979;271,50;36,54;131,34;30685;128,62;207,65;5,88;115,70;116,45
08.11.2023 00:00:00;106;127,62;123,18;132,70;43645;41,49;5487;92,11;70,48;49415;10415;10498;21375;45,02;;11225;29,71;17755;96,25;59,10;171,94;138,30;12116;29,38;35,40;367,80;57,70;148,20;299,10;339,20;;43,46;17,27;28,75;88,86;38,6085;276,40;35,99;132,82;30,15;129,88;207,50;5,70;115,70;117,15
09.11.2023 00:00:00;106,56;127,22;122,1;131,76;44,50;41,73;5474;91,93;71,40;48,70;10445;10508;21,48;45,38;;11,37;30,30;18185;96,53;61,46;171,88;137,50;12,13;29405;35475;366,55;57,03;153,50;300,60;338,15;;44035;17115;27,85;87,86;38142;271,10;36,34;133,34;30425;132,38;196,98;5,59;115,70;122,30
10.11.2023 00:00:00;110,9;128,94;124,12;134,36;43,90;40,53;5501;91,75;72,14;49,14;10735;10538;21565;46,40;;11,45;30925;18,12;97,01;61,84;173,48;139,45;12,24;29,63;36,34;374,50;57,17;149,55;307,60;345,95;;45,25;18,38;27,65;87,80;37,9829;275,20;36,43;135,08;30655;131,72;200,80;5,61;115,70;120,05
13.11.2023 00:00:00;109,22;129,74;123,38;133,20;44,05;40245;5561;92,37;73,02;48925;10,96;10584;21605;46,05;;11,32;31,48;18345;97,97;62,90;174,28;138,40;12306;29575;35735;373,90;56,85;151,55;307,75;342,55;;45,41;18395;27,05;87,70;38,2904;281,40;36,46;135,20;30,85;133,30;209,00;5,58;117,00;119,15
14.11.2023 00:00:00;110,06;131,4;122,64;133,90;44,84;40615;5525;94,39;75,06;48945;10,81;10718;21545;46,86;;11,43;30065;18,59;95,81;63,26;174,52;138,05;12,44;30,80;36165;370,75;58,19;153,30;308,80;340,30;;45,62;18345;26,90;92,06;38,4707;279,60;37,83;135,42;30585;136,64;217,90;5,56;120,05;122,50
15.11.2023 00:00:00;108,82;130,7;124,16;132,04;45,02;41175;5501;96,26;75,56;49,18;11035;10924;21,40;47,48;;11305;30,26;18695;95,50;62,68;174,90;140,75;12572;33,53;37495;371,15;59,08;155,40;307,15;340,80;;45045;18375;27,95;91,10;38,9054;280,50;38,18;136,52;30505;139,20;223,90;5,54;123,75;120,85
16.11.2023 00:00:00;110,52;131,56;126,18;131,58;44,02;40,88;5395;94,07;75,76;44,33;11,03;10902;21395;47,27;;11495;29265;18,39;94,45;63,16;175,52;141,20;12644;34,06;39,93;376,25;58,00;156,10;307,75;346,75;;45615;18205;27,40;90,04;38,6722;276,60;38,29;136,70;29785;147,38;215,00;5,28;121,40;119,50
17.11.2023 00:00:00;110,6;132,5;124,1;133,10;44,35;41,70;5,47;95,19;76,18;43,83;11,19;11162;21,52;47,42;;11545;29,80;18585;96,19;63,36;175,18;140,20;12778;33,56;40,11;374,35;58,75;157,45;306,80;339,10;;45,20;18815;27,45;90,96;38,1632;280,30;38,36;137,32;30,19;148,50;214,65;5,48;121,80;120,60
20.11.2023 00:00:00;110,98;133,3;124,26;133,52;44,02;34255;5473;95,69;76,78;44,06;11275;11,29;21,65;47,40;;11565;30,09;18315;95,48;61,02;175,40;141,20;12732;33,90;40805;372,85;59,20;160,45;310,75;345,30;;46105;19,50;27,40;91,00;38,5767;279,10;38,20;140,00;30,50;147,76;215,50;5,46;120,60;120,05
21.11.2023 00:00:00;109,12;133,8;125,56;131,82;43795;33,99;5461;93,90;76,40;43,91;11105;11172;21,58;47,15;;11525;30015;17,53;95,83;61,50;175,14;141,00;12712;33295;40,03;377,45;58,30;162,55;309,00;341,85;;45825;18145;27,80;89,96;39,5205;290,70;38,13;139,46;30,37;147,96;221,00;5,35;117,05;115,50
22.11.2023 00:00:00;112,56;133,44;127,2;134,76;43,56;32,90;5392;94,50;77,06;44,20;11,01;11072;21605;47,29;;11,56;29,53;17275;95,48;61,98;176,44;142,50;12,69;33495;40155;378,85;58,43;160,50;313,70;347,20;;44,77;18095;27,90;88,58;39,7962;291,40;38,01;140,44;30,00;149,60;215,20;5,12;117,85;114,45
23.11.2023 00:00:00;112,5;134,56;126,98;134,34;44,20;33095;5446;94,01;77,40;44,34;11,12;11072;21,76;47,38;;11675;29,94;17455;95,29;62,38;175,80;141,65;12612;33495;39,90;377,95;58,48;161,75;313,90;348,45;;44,81;17,95;27,90;84,72;39,5417;285,10;38,32;141,92;30215;149,68;215,00;5,06;118,70;113,05
24.11.2023 00:00:00;111,3;134,84;124,72;134,04;44,50;32785;5461;93,84;77,80;44235;11,12;11,10;21,83;47,34;;11,76;30,17;17785;95,65;62,44;177,10;142,00;12702;33,70;40095;379,10;58,63;161,75;309,20;344,85;;43635;17,49;27,95;86,36;39,4781;284,50;38,44;137,40;30385;150,52;215,35;5,19;119,55;114,00
27.11.2023 00:00:00;112,28;133,04;124,66;134,92;43,10;31,57;5479;93,57;77,14;43,80;11045;11022;21,96;46,73;;11,82;30035;17485;94,56;62,94;176,64;142,15;12688;33575;40,22;377,55;58,20;160,65;305,40;345,45;;44,03;17415;27,45;85,06;39,5735;274,80;38,52;141,20;30,02;150,02;215,40;5,04;118,05;112,90
28.11.2023 00:00:00;111;134,3;124,8;133,82;42,69;30,55;5475;93,39;76,72;43625;11,17;11062;21,81;47,20;;11,97;29,67;17515;94,70;62,50;177,50;141,75;12642;34285;40,22;373,85;57,77;157,95;308,75;348,20;;43,50;17,96;27,00;84,68;39,4887;274,70;39,58;141,82;30045;151,52;224,50;5,03;117,35;112,55
29.11.2023 00:00:00;112,78;135,9;123,04;133,24;43085;30575;5,49;96,29;77,38;43,92;11,31;11276;21,96;46,89;;11,99;29,30;17,46;93,07;62,92;177,40;142,55;12748;35,70;40,91;375,00;59,41;160,30;302,50;345,10;;43925;18,06;27,40;85,14;40,0082;276,00;39,52;144,62;29,98;152,46;222,55;5,11;119,85;112,60
30.11.2023 00:00:00;111,42;136,36;121,7;134,26;42,83;31,55;5564;96,13;79,20;44,62;11,25;11422;22005;47,48;;11,95;29375;17,25;94,50;64,08;179,80;145,50;12918;35615;40875;380,30;59,64;159,50;300,00;348,15;;42,99;18,40;27,95;84,32;39,8068;275,90;39,41;145,78;30,33;154,38;220,60;5,25;119,55;112,30
01.12.2023 00:00:00;111,52;137,7;121,28;135,00;43,16;31,14;5575;96,27;78,92;44,51;11,30;11,55;22,20;48,13;;12,02;29,21;17495;94,56;64,36;181,66;147,45;12944;36,08;40175;380,65;60,06;159,95;298,20;344,45;;42985;18,60;26,55;84,36;40,4112;279,00;39,68;146,80;30125;156,28;219,40;5,21;119,20;112,60
04.12.2023 00:00:00;109,38;137,2;119,38;133,68;43425;30,89;5487;96,36;77,86;44375;11,35;11536;22,29;48,23;;12,05;28,50;17,47;94,68;63,88;181,92;148,70;12,96;36,20;39,12;375,75;60,95;162,05;295,25;340,80;;41995;17,05;26,95;83,52;40,9096;284,70;39,69;146,78;29,90;157,48;217,50;5,40;118,80;110,90
05.12.2023 00:00:00;109,56;136,16;121,14;135,98;43,70;31,89;5,48;97,77;78,20;44395;11345;11,56;22,55;47,66;;12,13;28,06;17485;92,97;63,92;181,14;149,80;13004;36,04;38,86;374,15;61,50;152,00;294,75;344,90;;43115;16,92;26,95;84,00;40,1779;283,00;40,06;147,20;29,71;158,66;220,90;5,24;119,20;111,20
06.12.2023 00:00:00;108,56;137,6;120,78;134,20;44255;32,43;5,43;98,93;79,38;44,31;11,41;11582;22,63;47,44;;12295;27575;17,30;92,08;63,80;183,40;148,95;13,18;36705;38,30;371,45;62,45;141,30;294,75;342,45;;42,21;15,90;26,75;84,80;40,9202;281,70;40,44;146,40;29325;159,78;222,40;5,16;124,00;113,35
07.12.2023 00:00:00;118,74;138,34;127;135,96;45005;31,94;5385;98,93;79,02;44,75;11,00;11,57;22,60;47,20;;12,37;28195;17465;91,15;64,00;183,30;148,45;13,30;36,50;39,02;369,55;62,61;144,90;302,40;343,50;;43145;15,97;26,50;82,54;41,3125;279,40;40,59;146,86;29295;161,58;224,60;5,36;124,45;109,75
08.12.2023 00:00:00;119,82;141,74;125,44;136,90;45205;31925;5,49;101,38;79,16;45,00;11015;11,88;22615;47,34;;12455;28,71;17435;92,60;64,02;180,42;150,50;13,50;37145;39,69;372,50;63,05;142,95;309,35;347,60;;44,14;16515;26,75;83,46;41,2489;283,30;40,40;148,26;29,68;162,02;226,35;5,20;124,85;111,10
11.12.2023 00:00:00;125;142;123,82;135,52;45,30;31,57;5456;101,62;79,76;45,82;11,02;11874;22825;47,61;;12,38;28,34;17,47;92,61;64,56;185,68;151,80;13,48;37,00;41405;378,20;63,20;142,05;302,20;345,00;;43,31;16,48;26,60;82,76;41,5776;283,30;40,91;147,50;29755;164,02;222,55;5,28;124,70;113,00
12.12.2023 00:00:00;127,46;142,3;122,7;136,54;45,66;31,33;5409;100,88;79,92;45695;10,83;11,91;22,73;47,20;;12435;28,00;17435;90,99;64,80;186,78;152,35;13,60;37,10;40,80;395,75;62,83;137,35;309,60;346,50;;44125;16,19;26,50;82,20;40,9838;285,10;40,51;146,28;29,56;163,64;219,40;5,01;124,30;110,05
13.12.2023 00:00:00;127,02;143,26;121,7;136,68;47895;31,41;5379;100,60;80,74;45,69;10905;11,95;22555;48,03;;12695;28,38;17575;90,95;65,02;186,16;150,15;13654;37,40;40,95;375,50;62,17;135,65;307,20;343,45;;44,20;16425;24,50;82,44;41,4928;290,00;41,38;146,74;29,54;163,96;219,50;5,07;123,95;109,50
14.12.2023 00:00:00;125,56;140,02;120,06;134,04;47,90;31815;5448;102,46;81,08;45045;10,58;11924;21755;49,41;;12,58;28,88;17,96;92,39;65,24;184,82;148,20;13648;38225;41,10;372,95;63,54;139,60;302,75;332,90;;43945;16,54;23,75;81,40;41,3973;285,70;41,64;141,98;29785;165,14;228,45;5,19;125,25;113,70
15.12.2023 00:00:00;127,78;140,1;121,52;137,78;48155;32115;5,39;102,82;81,04;45,70;10435;12,05;21555;49,69;;12,47;28,41;18,03;92,52;64,12;186,52;148,90;13,68;38,40;42335;372,40;64,38;140,40;306,55;339,65;;44,91;16695;24,45;81,32;41,3337;287,50;41,37;140,82;29475;166,40;232,40;5,39;124,75;115,05
18.12.2023 00:00:00;127,16;139,1;124,36;141,08;48,36;32,17;5383;101,24;81,44;46,02;10465;11,95;21,62;49,68;;12205;29,08;18165;93,50;64,58;188,00;149,15;13702;37985;41,86;375,30;63,80;140,70;315,40;341,25;;45845;16,34;24,80;81,08;41,0686;285,00;40,81;141,70;29,60;163,64;230,80;5,14;123,05;112,15
19.12.2023 00:00:00;127,68;140,4;124,32;140,00;48475;32,30;5387;101,04;82,06;45645;10,55;12022;21485;49,96;;12235;29,00;18285;93,67;64,02;186,26;147,15;13,67;38005;42,48;374,95;63,23;142,25;319,15;339,75;;45165;16,37;25,60;80,20;41,5988;284,70;40,85;141,02;29825;168,30;234,00;5,04;123,75;114,05
20.12.2023 00:00:00;123,9;136,5;126,5;139,20;48,06;32,45;5,36;99,66;81,30;45,59;10,54;12,15;21,55;50,02;;12165;28,80;18,27;92,60;63,88;186,18;146,40;13502;36,90;41,87;371,90;62,42;139,55;319,45;339,40;;44,01;15805;25,25;79,96;40,9308;283,40;40,20;137,62;29,82;167,68;226,15;5,63;121,50;114,55
21.12.2023 00:00:00;127,02;138,56;127,66;139,90;48505;32,70;5368;99,70;82,32;45135;10695;12284;21,62;49,72;;12,28;28,78;18,51;92,30;64,74;186,58;145,85;13602;38,00;42,76;371,95;62,99;141,25;321,85;339,35;;44,53;15985;25,75;80,70;41,3973;285,80;40,74;137,60;29,96;168,48;231,40;5,40;119,50;114,55
22.12.2023 00:00:00;126,82;139,88;128,42;139,38;48405;32,66;5383;100,58;82,38;45585;10,76;12404;21,76;50,12;;12295;28,90;18435;92,50;64,84;186,90;147,15;13632;37,54;43585;371,80;62,65;141,85;320,80;340,00;;44335;15825;25,80;80,24;41,7367;285,50;40,88;138,40;29845;168,02;229,20;5,07;120,00;113,60
27.12.2023 00:00:00;131,58;139,28;126,3;138,02;48,60;33405;5389;100,50;83,00;45365;10,78;12,36;21625;50,14;;12185;29125;18,52;91,63;64,98;187,74;146,90;13636;37,90;45,78;369,40;62,54;142,95;321,65;336,55;;44,50;15,74;25,80;80,46;41,4504;286,70;40,88;139,92;29805;168,40;235,25;5,39;119,95;115,25
28.12.2023 00:00:00;134,44;139,42;126,74;138,58;48525;33,66;5328;100,32;82,94;45,66;10,72;12288;21,58;50,00;;12,11;28705;18,45;90,50;64,88;189,56;147,80;13,51;37,54;45,60;370,20;62,33;143,10;323,75;339,30;;44,75;15855;26,05;79,94;41,8215;287,80;41,13;139,40;29,61;168,12;228,70;5,09;116,70;113,75
29.12.2023 00:00:00;135,16;139,94;126,8;138,68;48,77;33,66;5358;100,84;82,92;45,73;10,74;12326;21695;49,79;;12,16;28,86;18525;90,66;64,86;188,26;148,25;13528;37,76;45,52;369,35;62,56;144,15;324,75;339,85;;44985;15815;26,10;80,06;41,6837;288,10;41,07;139,58;29995;169,50;230,40;5,37;117,55;114,05
02.01.2024 00:00:00;126,76;140,42;126,2;137,14;49065;34,50;5,42;101,74;82,66;46,00;10,97;12434;21975;50,74;;12,22;28,82;18355;93,43;65,30;191,46;147,15;13462;36,60;43,67;373,80;63,32;143,25;316,60;339,00;;44,05;15,17;27,15;80,46;42,4047;299,60;41,09;137,14;30,03;167,36;227,05;5,35;118,90;113,05
03.01.2024 00:00:00;123,94;137,38;127,16;135,96;47,74;34,36;5483;99,70;81,96;46,32;10,99;12198;22,32;49,97;;12215;29295;18,37;94,57;65,80;187,80;146,85;13,45;35,53;43035;374,40;62,37;142,95;315,70;339,30;;43565;14735;27,25;78,70;42,1078;297,50;40,47;137,10;30,65;162,12;218,35;5,31;115,95;108,35
04.01.2024 00:00:00;124,38;139,16;124,68;132,14;47,66;35405;5,50;100,98;82,38;45725;11,39;12,45;22385;49,41;;12,37;29,64;18,45;93,44;65,22;187,92;147,60;13258;34,73;42,81;372,45;62,60;143,40;317,30;335,90;;43,86;14,86;26,60;78,20;42,2032;304,50;40,73;135,52;30,30;161,48;217,30;5,34;117,50;104,70
05.01.2024 00:00:00;126,74;139,22;123,96;132,98;46665;35,41;5522;100,80;81,46;45665;11,74;12536;22,47;49,90;;12445;29355;18375;93,37;65,26;185,40;145,20;13292;35,04;42,87;372,45;62,71;142,70;322,10;336,15;;44,85;14,61;26,95;76,90;42,7122;306,00;40,74;137,14;30,17;160,30;217,15;5,29;119,90;105,75
08.01.2024 00:00:00;133,52;144;126,82;136,02;47,00;35,27;5392;101,46;82,64;46045;11845;12758;22595;50,16;;12,55;28,44;18535;92,09;65,86;183,86;147,15;13278;36055;44185;372,50;63,80;141,20;327,55;342,10;;47,65;15185;27,00;77,38;43,9317;307,90;40,63;139,36;29565;161,40;219,65;5,44;122,00;108,95
09.01.2024 00:00:00;136,4;143,34;128,8;138,50;45,58;35,60;5376;100,98;82,56;45705;11,74;12634;22565;49,36;;12,74;28,13;17755;91,20;66,24;184,46;146,50;13038;35,40;43,98;372,45;63,77;142,50;327,20;343,60;;48,62;15,00;26,95;77,90;43,4757;307,00;41,04;138,94;29,38;159,46;214,85;5,29;122,75;105,10
10.01.2024 00:00:00;135,1;144,22;129,74;140,14;45145;34,87;5313;100,04;82,02;45,70;11515;12738;22495;48,54;;12645;27595;17525;89,96;65,60;184,04;146,80;12996;34,87;43,30;369,70;63,20;142,45;337,60;348,95;;49565;15305;26,40;77,50;43,6029;309,90;40,80;142,50;28825;160,80;213,30;5,35;123,25;102,75
11.01.2024 00:00:00;134,94;145,34;129,4;141,38;45,11;34075;5279;99,21;81,18;45895;11395;12,22;22385;48,54;;12,52;27,51;17,45;90,06;66,02;183,50;147,50;12854;34815;43355;369,55;62,67;141,80;337,35;350,80;;50,00;15215;25,85;77,94;43,5181;309,90;39,71;142,52;28,87;161,56;207,15;5,31;123,45;101,95
12.01.2024 00:00:00;133,72;148,4;130,34;141,08;44705;34,37;5334;96,98;82,30;45,90;11525;11,96;22,54;48,45;;12645;28,02;17435;91,10;66,06;183,32;151,45;12922;34,25;43,00;373,70;61,52;145,35;342,15;354,80;;49,97;15,31;26,25;75,66;43,5181;316,50;39,31;144,56;29,15;162,70;199,86;5,49;120,90;100,15
15.01.2024 00:00:00;134,42;148,38;130,98;140,48;44635;33,53;5289;95,51;81,70;45755;11,42;11912;22,61;48,82;;12675;27165;17525;91,60;65,50;181,72;150,25;12,92;33805;43185;370,95;61,65;145,10;343,35;356,45;;50,19;15,49;26,20;73,68;43,0515;316,10;38,65;143,68;28,96;162,12;201,80;5,67;119,85;95,94
16.01.2024 00:00:00;145,88;149;131;140,84;44125;33,70;5272;95,66;81,26;46495;10,91;11812;22,69;48,76;;12555;26775;17,13;89,77;65,60;182,50;153,50;12698;33,30;43,14;373,60;61,43;145,60;338,00;359,00;;51,86;15205;26,05;73,54;43,7938;323,90;38,29;144,02;28,41;160,60;202,15;5,70;119,50;97,34
17.01.2024 00:00:00;147,2;146,72;130,1;139,50;43325;33,64;5211;92,84;79,90;46325;10,98;11774;22745;48,10;;12,50;26,32;16845;89,08;64,46;181,68;152,45;12662;32755;42355;373,90;59,27;147,60;338,25;358,15;;51,53;15055;25,90;74,90;43,6878;327,50;36,82;144,84;28,02;159,12;198,22;5,89;116,60;91,58
18.01.2024 00:00:00;149,8;150,74;132;141,22;43815;32,69;5211;93,65;81,22;46755;11345;11,96;22,95;48,44;;12345;26,36;17195;89,18;64,76;183,76;153,60;12,82;34,26;43,03;375,70;60,17;147,30;346,20;362,45;;52,56;15115;25,90;74,98;43,4651;336,10;37,03;147,40;28,14;160,96;194,84;5,94;117,65;95,12
19.01.2024 00:00:00;159,72;149,32;134,28;142,50;43385;32,39;5195;93,12;80,36;47,18;11,15;11928;23,07;48,46;;12485;26,13;16985;88,95;64,88;184,02;157,25;12,82;34655;44,20;373,70;59,77;145,90;351,40;365,60;;54,62;15,40;25,95;74,00;43,7302;333,50;37,78;149,98;28075;161,74;194,70;5,84;116,25;95,08
22.01.2024 00:00:00;154,7;149,98;134,08;142,04;42,80;33085;5248;93,40;80,90;47,40;10,64;11,90;23,35;49,06;;12,43;25,85;16965;88,93;64,04;184,72;158,75;12,93;34665;44,40;373,90;59,50;147,30;351,05;364,40;;54,87;16,16;26,05;72,58;43,5393;334,90;36,91;149,68;28,04;163,18;191,72;6,14;117,75;96,44
23.01.2024 00:00:00;155,1;148,94;135,58;143,80;43745;32685;5263;93,68;79,32;47,61;10625;12018;23225;49,67;;12395;26065;16735;90,21;63,50;187,10;160,35;12,93;34995;45,10;376,20;60,44;149,80;355,15;368,00;;55,21;16,00;26,20;74,82;43,0197;325,10;36,80;150,32;28225;162,72;192,82;6,40;126,40;101,20
24.01.2024 00:00:00;163,94;145,92;136,68;144,12;43,90;32655;5289;93,65;79,70;47,24;10,77;12122;23,27;49,00;;12425;26325;17065;91,16;63,72;183,96;159,85;13,02;34945;45,13;369,05;60,86;146,55;358,90;369,95;;56,40;15455;26,10;75,62;43,0834;331,80;36,83;160,08;28,25;167,18;190,80;6,22;127,75;101,30
25.01.2024 00:00:00;165,98;148,98;140;145,30;44,96;32,70;5396;93,49;78,98;48,34;10,58;12102;23,24;50,46;;12,39;26,71;17195;94,03;63,06;183,00;175,75;13072;34425;45715;371,95;59,93;146,35;362,25;373,55;;56,86;15185;25,35;74,16;42,9773;329,40;36,55;160,30;28,75;167,20;168,60;6,44;125,20;99,58
26.01.2024 00:00:00;163,08;149,92;140,36;146,44;45,69;32,36;5445;94,80;80,06;48105;10,72;12054;22,90;49,76;;12,35;26925;17,44;94,90;64,00;186,12;172,00;13148;34,27;40,22;372,10;61,20;156,00;362,95;372,05;;56,22;15055;25,35;76,62;43,4651;317,30;34,59;159,62;29,03;167,80;168,84;6,73;127,05;100,95
29.01.2024 00:00:00;163,98;149,7;141,7;148,90;45,00;30,80;5483;95,01;81,24;48,23;10,62;11,98;23075;49,80;;12,42;26,91;17355;95,05;64,48;187,28;172,45;13174;33735;40,44;374,00;62,18;153,50;370,15;378,45;;57,65;15765;25,45;77,54;43,0091;327,10;34,38;162,54;29,32;167,62;176,08;6,67;128,40;101,75
30.01.2024 00:00:00;158,78;150,14;139,5;146,60;44795;30,03;5504;94,88;81,46;48,08;10,71;12112;22855;49,99;;12395;27065;17,27;96,40;64,34;190,00;173,40;13132;33,90;39,60;377,55;62,25;151,55;368,80;377,10;;57,94;15435;25,00;78,20;41,2406;325,50;34,45;162,20;29415;169,44;176,94;6,70;127,75;100,50
31.01.2024 00:00:00;155,02;147,14;129,68;143,66;44255;29,00;5419;96,07;81,72;46,46;10,63;11934;22715;49,79;;12485;26,65;17155;95,18;63,14;186,86;169,85;13194;33,75;39915;373,80;62,75;151,85;361,00;368,40;;56,94;14,90;25,05;79,06;41,2714;324,50;34,15;160,10;29,12;166,36;173,18;6,60;130,45;100,85
01.02.2024 00:00:00;156,88;147,62;129,8;146,52;44355;28,45;5412;97,71;81,42;46,16;10585;12484;22775;49,16;;12,69;26,67;17,25;94,19;62,90;180,82;172,00;12354;33,72;39,93;375,45;63,89;150,75;363,00;371,15;;57,97;15,03;25,05;79,88;41796;329,00;34,27;162,52;29,46;167,34;173,70;6,54;130,95;102,25
02.02.2024 00:00:00;164,52;149;132,02;159,20;44,63;28,85;5377;98,20;81,14;46,46;10705;12814;22745;49,44;;12335;26,34;17,41;94,45;62,86;181,54;172,30;12,27;33695;39485;377,50;64,60;147,25;439,50;381,00;;61,30;15,74;24,95;82,36;41,0554;329,00;33,82;163,68;29405;166,98;174,18;6,37;132,50;102,45
05.02.2024 00:00:00;162,36;149,18;133,8;158,42;44865;28,64;5319;96,74;80,84;46,15;10,76;12538;22605;49,48;;12,26;26,51;17,30;94,97;63,84;180,34;170,80;12144;34,90;39805;372,55;63,44;148,05;428,85;377,90;;64,50;15585;24,80;83,08;40,4897;328,00;34,05;164,46;29,36;165,48;168,52;6,39;132,10;104,15
06.02.2024 00:00:00;156,1;152,12;134;157,10;45,15;29,45;5,62;97,28;80,26;46415;10,77;12302;22625;50,14;;12205;27,19;17,60;95,03;63,42;180,34;170,45;12156;33535;39715;386,95;64,20;150,55;422,70;377,05;;63,34;20,29;25,45;81,10;43,0663;334,50;33,24;165,82;29565;167,42;172,00;6,44;130,70;103,45
07.02.2024 00:00:00;158,3;150,92;135;158,14;44735;28,84;5601;99,17;80,94;46245;10,41;11698;22,40;50,18;;12,10;25,30;17,65;94,51;63,14;180,16;170,20;11986;31,93;39715;387,00;64,09;149,35;435,50;384,30;;65,06;21,94;25,55;81,68;41,9349;334,50;32,87;168,34;29,49;168,16;174,28;6,42;131,90;100,80
08.02.2024 00:00:00;157,16;150,9;135,36;157,64;44,50;27,82;5591;101,80;80,98;46,30;10,29;11678;22,17;49,91;;12,00;24,47;17,31;96,62;63,12;179,40;171,10;12,03;33,23;39465;384,40;65,05;150,15;435,90;384,00;;64,68;22,70;25,60;81,92;42,2126;332,00;32,94;167,40;29,50;169,92;175,90;6,22;133,35;100,05
09.02.2024 00:00:00;159,72;150,9;138,2;161,74;44,04;27,80;5606;102,46;79,18;46,47;10,44;11562;22,21;49,94;;11925;24,35;16985;94,28;62,94;179,02;172,85;12,10;33715;40,18;388,75;65,23;153,20;433,80;390,00;;66,87;22,54;25,55;80,64;42372;336,50;32,54;168,50;29,54;166,50;179,30;6,48;133,50;97,82
12.02.2024 00:00:00;159,48;149,58;136,92;159,98;44765;28,49;5,64;101,90;79,50;46345;10565;11912;22175;50,74;;12025;24675;17,32;95,72;63,48;182,88;173,00;12296;33885;40,92;389,45;65,58;151,30;435,00;385,30;;67,08;23,27;25,70;80,84;42156;358,00;32,64;166,38;29665;165,08;174,46;6,26;136,95;98,56
13.02.2024 00:00:00;160,2;147,98;135,5;157,54;45,20;27905;5614;100,20;78,24;46,25;10,47;11832;22,20;49,29;;11,87;24,26;17,22;94,71;62,90;180,60;171,05;12,19;32435;40275;387,95;65,11;150,15;429,65;379,65;;67,33;22,41;25,20;80,06;40,8857;367,00;32,25;161,90;29,59;163,06;171,84;6,39;134,45;96,02
14.02.2024 00:00:00;166,5;151,24;136,02;159,52;45,80;28,23;5572;101,26;79,42;46,93;10575;11984;22,10;49,92;;11775;23,18;17195;93,80;62,52;181,42;171,05;12,30;33085;41,23;389,15;65,90;154,45;441,55;381,90;;68,86;23,51;25,30;79,98;41,2663;370,00;32,04;165,48;29,54;164,90;176,00;6,40;133,55;96,52
15.02.2024 00:00:00;164,04;149,38;132,66;157,62;46,00;28,20;5,50;103,00;79,60;45445;11065;12062;22,15;51,24;;11935;23,41;17325;96,23;63,08;183,70;173,65;12,44;33355;40935;398,50;67,19;155,00;449,10;377,50;;67,48;23,61;25,50;79,54;40,7623;380,40;32,34;164,40;29375;167,06;186,02;6,57;135,85;99,64
16.02.2024 00:00:00;161,2;146,32;130,3;157,24;46,39;28,84;5,49;103,64;80,08;44,89;10,80;11914;22235;51,52;;11765;23,65;17385;96,35;62,92;182,84;174,05;12,41;33,18;40,40;400,45;67,60;155,80;439,20;374,70;;67,37;22,70;25,65;80,66;40,8909;388,50;31,83;164,00;29,52;168,50;185,48;6,51;135,05;101,40
