Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);Bayer (EUR);BP (EUR);BMW (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);Einhell Ger  Vz I (EUR);E.ON (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);Novartis (EUR);NVIDIA (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);Rheinmetall (EUR);RWE (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
10.08.2022 00:00:00;96,2;107,32;116;138,38;44605;52,06;4983;78,03;69,70;44705;6,95;8852;18,94;52,60;;9,00;35,90;21,10;88,90;63,45;190,74;127,64;9414;27,34;34,30;295,15;60,60;187,55;172,98;280,50;;17568;9,28;48,46;;51,0574;163,25;42,90;93,50;25805;109,20;285,40;5,93;197,25;153,75
11.08.2022 00:00:00;94,96;107;115,4;136,28;43,35;51,58;5,05;77,37;70,00;44535;6928;8858;18934;53,42;;9236;37165;21,20;90,15;63,30;192,94;128,42;9464;27,28;34,50;300,25;60,36;187,20;171,98;278,20;;17386;9,13;46,80;;51,0468;166,15;42,25;92,63;26,10;109,74;277,9333;6,21;197,60;152,40
12.08.2022 00:00:00;98,1;108,54;118,56;139,78;44375;54,50;5,10;78,88;70,62;45315;7,19;9119;18,71;54,40;;9446;36885;20,78;91,47;63,40;195,00;130,26;9,55;27,55;35,20;296,65;61,31;183,85;175,70;284,30;;18214;9,64;48,72;;51,4286;167,55;42,78;93,23;26,38;112,80;292,30;6,25;198,25;154,55
15.08.2022 00:00:00;99,39;108,86;120,1;140,94;44,15;53,59;5046;78,46;70,76;45,81;7142;9018;18814;54,46;;9,40;36,54;21,09;90,77;63,75;198,66;132,88;9549;27,67;35765;303,00;60,93;186,05;177,86;288,85;;18748;9738;48,96;;51,8209;170,00;42,44;94,15;25,98;112,06;304,4667;5,97;198,55;152,90
16.08.2022 00:00:00;98,72;110,48;119,74;142,52;44,82;54,54;5064;79,40;71,22;46,08;7,18;9036;19098;55,29;;9508;36,60;21,28;90,20;63,90;200,40;134,32;9535;27,45;35,63;306,85;61,24;185,10;176,58;288,15;;18566;9572;49,02;;50,8135;177,50;43,39;92,72;25,91;112,50;301,50;6,18;200,50;155,50
17.08.2022 00:00:00;96,62;108,76;117,54;139,54;43,19;53,45;5114;77,85;70,58;45,91;7022;8877;18826;54,52;;9,23;36,79;21,10;90,63;65,05;198,98;135,36;9349;26315;35,20;306,55;60,31;182,40;171,66;286,10;;18006;9247;48,36;;49,9971;173,55;43,01;91,47;25995;109,14;298,50;6,11;197,00;151,00
18.08.2022 00:00:00;99,54;108,1;118,94;140,90;43495;53,90;5,25;77,98;70,98;48825;6992;8,91;18818;55,69;;9,19;37415;20,35;93,42;64,70;201,95;137,60;9376;26745;35,87;304,10;60,54;181,90;173,10;287,00;;18574;9,12;48,14;;49,7532;171,75;42,85;91,21;26505;110,16;300,00;6,12;198,00;151,65
19.08.2022 00:00:00;95,7;106,3;116,82;137,70;43,21;54,15;5,26;76,00;69,82;48485;6696;8515;18826;55,30;;9192;38,40;20,30;93,70;65,15;200,35;137,66;9,15;26165;35295;307,60;58,03;182,65;167,64;285,25;;17,79;8502;48,92;;49,7532;167,80;42,91;91,01;26395;108,02;295,6333;6,06;193,60;146,00
22.08.2022 00:00:00;93,47;103,04;115;134,06;41395;53,40;5294;73,37;67,46;47,93;6426;8397;18936;54,70;;8848;40065;20,03;94,66;64,90;200,65;136,56;8,90;25,20;34,05;302,05;56,25;180,45;164,08;279,15;;17134;8144;49,18;;49,9758;162,70;42,53;88,90;26575;103,76;291,20;6,02;182,25;140,60
23.08.2022 00:00:00;93,05;103,28;114,32;134,08;41,88;53,52;5,44;74,49;67,30;47,78;6332;8365;18786;55,77;;8988;41195;19,14;98,43;64,65;198,78;135,34;9001;25155;34075;297,45;56,88;176,65;161,54;277,55;;17248;8,05;48,42;;49,1912;165,30;42,78;88,00;27605;103,00;297,2333;6,15;185,65;141,15
24.08.2022 00:00:00;93,18;102,62;113,94;134,10;41675;53,37;5,40;74,24;67,60;47205;6,34;8348;18752;54,47;;8722;42,05;19,00;98,80;64,15;198,10;134,02;9053;25,13;33,96;294,75;55,88;179,85;163,60;276,55;;17,25;8156;47,60;;50,1455;161,00;43,49;88,27;27185;104,88;297,9667;6,26;184,20;142,10
25.08.2022 00:00:00;97,3;104,56;116,92;137,66;42,20;54,63;5476;75,16;68,14;47,41;6,36;8385;18,93;55,20;;8,71;41,61;19,15;99,30;64,45;199,60;134,10;9075;25,97;34,92;294,50;56,70;179,10;169,00;279,30;;17982;8424;48,00;;50,8878;164,45;43,89;88,40;27395;105,60;296,85;6,42;187,00;139,90
26.08.2022 00:00:00;91,6;101;110,72;131,26;40,80;53,45;5,39;72,70;66,48;46,20;6,20;8135;18542;54,97;;8496;41,80;19,20;98,27;63,85;194,58;130,88;8732;24,89;33,46;297,50;54,72;173,00;162,52;269,15;;16,31;8,00;47,14;;49,2654;165,95;41,10;85,19;27465;101,84;289,50;6,18;185,00;136,60
29.08.2022 00:00:00;88,6;100,9;109,56;129,90;42,38;51,36;5439;73,86;66,08;45,80;6352;8261;18822;53,71;;8606;41,00;18,89;100,20;63,70;193,00;130,66;8766;24,27;32,95;287,35;56,00;171,05;159,20;265,50;;15,80;7,82;46,24;;48661;163,00;40,09;85,03;27,78;102,78;284,95;6,19;186,30;142,15
30.08.2022 00:00:00;86,93;100,56;108,84;128,64;42,15;51,94;5,23;73,90;65,88;45,09;6516;8403;18,81;51,30;;8584;39,30;19385;96,21;63,90;190,34;129,32;8879;24,85;32,24;288,65;56,89;170,55;156,80;261,95;;15436;7,77;45,80;;47,9823;159,65;38,79;84,72;27155;103,60;277,35;5,77;191,15;141,55
31.08.2022 00:00:00;84,5;98,04;107,72;126,16;42,20;52,53;5072;73,49;65,54;44555;6,65;8289;18878;51,15;;8538;38,65;18885;95,41;62,55;189,30;128,00;8823;24,30;31,78;283,60;56,30;170,95;163,18;260,40;;15,00;7772;45,16;;47,9505;157,15;38,19;84,98;26,49;101,04;274,75;5,94;185,35;141,55
01.09.2022 00:00:00;83;96,73;110,26;128,58;41935;51,51;5104;73,63;64,54;45275;6,62;8235;18,75;50,00;;8,59;37,73;18665;93,97;61,70;190,20;129,82;8638;24,17;31,78;282,10;55,85;168,60;166,64;261,85;;14012;7526;46,72;;48,1414;149,80;38,84;84,06;26265;101,00;279,10;5,51;182,70;137,90
02.09.2022 00:00:00;80,63;96,14;108,24;127,86;41,69;51,45;5204;73,17;65,36;44,81;6,78;8321;18676;49,40;;8,62;39,50;18695;96,46;60,05;189,38;127,94;8682;24125;31,30;280,00;55,77;169,20;161,04;256,95;;13688;7431;45,82;;48,1732;148,35;38,30;83,40;26,78;100,40;271,20;5,43;184,05;138,00
05.09.2022 00:00:00;82,13;96,9;109,92;128,98;41,20;51,78;5,34;72,59;67,12;45,37;6,69;8196;18926;50,06;;8892;41,40;18745;98,00;60,45;187,98;128,66;8542;24,19;31,58;278,80;53,58;170,70;162,08;258,95;;13,88;7499;46,00;;48,2368;154,65;39,00;83,93;27,00;102,02;271,20;5,50;183,05;138,80
06.09.2022 00:00:00;79,5;97,08;107,8;127,00;41865;51,30;5258;72,61;67,00;44975;6,99;8281;18,84;49,10;;8886;38185;18,63;95,75;60,20;188,02;127,90;8652;24,17;30,66;276,35;54,91;171,90;160,14;255,80;;13616;7327;46,22;;48,5655;155,50;38,36;85,21;26,73;103,08;277,15;5,55;194,50;138,40
07.09.2022 00:00:00;79,75;96,34;109,3;129,40;43,10;51,36;5115;74,30;67,16;45045;6956;8,30;18,95;48,98;;9022;35705;18685;94,12;60,75;189,88;127,86;8,64;24,65;30,69;280,00;56,07;172,60;160,64;257,90;;13712;7,38;46,00;;48,6186;153,15;41,17;85,86;26,03;104,74;283,45;5,39;193,90;143,25
08.09.2022 00:00:00;82,69;95,86;108,38;129,80;42,40;51,89;5,11;72,39;66,04;45,05;7196;8685;18,80;49185;;8,90;35,55;19105;94,72;60,50;187,40;128,24;8896;24,57;30,69;285,70;55,09;171,45;161,66;258,15;;13,98;7539;47,10;;49,1169;152,75;41,17;85,53;26095;101,90;289,35;5,39;189,00;146,80
09.09.2022 00:00:00;85,07;96,38;110,28;132,72;43,50;52,95;5,24;73,73;68,10;45,64;7576;8911;19,60;50,52;;9,05;35,96;19,10;96,12;60,50;188,82;128,84;9121;25445;31,31;284,05;56,64;174,85;168,56;263,35;;14322;7,75;47,72;;48,8837;154,80;41,71;86,70;26685;105,26;298,30;5,43;185,50;149,60
12.09.2022 00:00:00;83,76;99,82;109,6;134,86;45,15;54,00;5256;75,64;70,12;45685;7,78;9205;19,38;50,39;;9,17;36275;19,44;96,37;61,35;190,00;129,04;9519;25,87;31185;286,15;59,20;176,00;166,80;263,30;;14,33;7903;47,24;;48,8624;158,15;41,61;87,68;26585;107,40;301,00;5,58;199,05;152,70
13.09.2022 00:00:00;77,3;96,68;104,64;127,22;43,85;53,37;5,26;74,36;69,22;44,21;7,45;8,97;19,13;48,10;;9056;35,75;19,93;95,78;61,00;188,00;127,62;9,51;24,50;29,40;291,95;57,60;171,75;153,98;252,80;;13174;7516;46,28;;48,2898;151,10;42,20;86,15;26695;103,18;293,00;5,62;194,80;148,20
14.09.2022 00:00:00;77,2;95,97;105,36;129,08;42875;53,97;5349;74,75;68,50;43,68;7824;8985;19132;47,15;;8,95;36675;19145;97,36;60,85;180,00;127,42;9,65;24,47;29,26;286,85;58,00;171,95;151,74;252,80;;13148;7613;46,18;;47,9823;148,45;41,41;85,98;27155;102,76;303,50;5,64;198,90;145,00
15.09.2022 00:00:00;76,89;94,7;102,94;126,62;42385;53,04;5,23;74,43;66,96;43,20;8018;9199;19102;46,89;;8,74;35,73;18865;94,96;60,60;178,56;125,02;9,91;24,35;28875;287,15;57,77;172,05;149,74;245,90;;12952;7954;45,92;;47,6112;144,75;40,58;84,68;26,60;101,88;304,30;5,54;197,20;136,50
16.09.2022 00:00:00;76,45;92,3;102,88;123,54;41,50;52,29;5154;74,30;64,62;43335;7924;9,10;18,95;46055;;8,64;35,00;18,45;92,99;60,00;175,96;127,10;9,80;24,19;29,18;283,35;57,00;167,10;145,98;244,85;;13192;7777;45,96;;45904;144,90;40,75;83,85;26,26;100,50;302,80;5,47;197,05;129,80
19.09.2022 00:00:00;76,57;94,18;102,94;124,48;42,62;52,82;5121;75,73;66,48;43065;8,09;9125;19,00;46765;;8,61;34,60;18,15;92,80;60,35;176,44;127,30;9895;24545;29,38;283,45;57,55;169,80;147,52;243,80;;13358;7807;45,26;;46,0842;149,65;41,19;84,00;26195;101,60;308,10;5,41;207,00;131,15
20.09.2022 00:00:00;75,5;91,65;101,32;122,52;41465;51,88;5174;74,88;65,64;42,61;8006;8879;18656;46,34;;8264;34635;18,45;92,87;59,65;177,04;126,96;9773;24,06;29,02;284,00;56,86;166,30;146,38;243,10;;13,20;7,66;44,86;;46,0842;149,95;40,26;83,30;26,41;99,33;309,10;5,26;205,20;124,55
21.09.2022 00:00:00;75,92;92,35;100,94;120,52;41,15;51,68;5,21;74,33;64,94;42,45;7,91;8,77;18,59;45,80;;8,30;34,53;18,05;93,71;59,55;177,38;127,50;9694;24,50;28,92;282,05;56,63;166,45;144,10;243,15;;13502;7833;44,60;;46,0206;163,50;40,68;83,54;26715;99,36;306,25;5,43;202,00;125,65
22.09.2022 00:00:00;70,95;92,8;102,1;119,20;41355;51,73;5235;74,98;64,48;41,87;8,24;9044;18628;45,60;;8,48;34845;18,00;92,14;59,10;177,00;127,60;9737;23,85;28,53;280,55;56,61;162,95;145,68;245,00;;12814;7505;45,50;;44,78;162,00;40,57;83,00;26645;100,24;293,45;5,06;198,75;124,90
23.09.2022 00:00:00;70,1;92,5;101,78;117,44;40,00;49995;4,8685;71,82;62,56;41,92;7844;8635;18322;45035;;8228;33015;17975;88,60;58,65;176,16;126,54;9299;22,97;28,36;278,90;53,93;158,15;144,74;245,45;;12,92;7654;45,42;;45,1617;156,00;40,18;81,69;24,93;98,79;284,20;4,85;191,80;118,25
26.09.2022 00:00:00;69,19;91,8;102,36;119,88;39,80;48255;4743;71,95;61,96;42,20;7,75;8489;17836;45245;;8122;32,71;17,65;87,52;58,40;177,34;127,20;9135;22905;28155;277,40;54,84;158,15;141,74;247,00;;12752;7891;45,70;;44727;161,35;38,71;82,98;24465;98,40;287,80;4635;190,60;116,50
27.09.2022 00:00:00;70,05;89,73;101,6;119,22;39,41;48005;4783;71,82;60,06;42,20;7,50;8043;17772;45,45;;7,86;34,50;17,58;89,63;58,35;176,10;126,84;8923;23315;27925;275,75;54,11;157,20;139,88;246,55;;12944;7939;45,92;;45289;158,50;38,20;82,44;25155;97,70;294,90;4685;189,60;114,80
28.09.2022 00:00:00;70,16;90,1;102,84;121,34;40,09;48495;4,89;72,38;62,10;42,45;7314;7,91;17852;46,12;;8002;34285;17175;91,62;58,00;179,46;126,44;8699;23,40;27,90;276,25;55,40;164,45;145,54;247,80;;13158;8,16;45,68;;45,1617;162,00;38,93;83,90;25,43;100,74;295,85;5,07;196,65;115,90
29.09.2022 00:00:00;65,5;87,9;99,46;117,36;39,00;47,70;4,86;69,29;60,74;41,44;7148;7,65;17686;45,14;;7916;33,62;17,85;90,47;57,30;173,84;124,16;8603;22,40;26935;279,00;52,45;164,45;138,98;242,45;;12472;8225;45,04;;44,6209;162,30;37,79;82,10;25,43;98,40;273,70;4,84;174,50;104,15
30.09.2022 00:00:00;64,61;87,16;97,61;115,18;39,15;47,05;4,85;69,15;61,78;40845;7,26;7529;17302;44,75;;7828;33585;17025;89,18;58,30;174,04;121,10;8707;22465;26295;275,00;51,71;166,45;138,38;238,00;;12376;8279;44,68;82,30;45,6071;157,50;37,40;82,85;25,51;99,52;270,60;4,84;166,00;105,55
03.10.2022 00:00:00;67,5;89,09;100,64;117,96;40845;47955;5105;70,96;63,52;42,13;7334;7668;17902;46,64;;8138;35105;17175;93,26;58,60;175,04;124,12;8867;23215;27,65;276,00;53,21;168,85;140,92;244,50;;12812;8,35;44,56;82,00;45,7661;160,75;38,66;84,96;26645;100,88;246,40;5,09;168,50;110,30
04.10.2022 00:00:00;67,89;94,6;101,54;121,10;42,10;48835;5181;72,67;65,70;41775;7614;8149;18294;46,57;;8218;35,55;17625;94,92;59,45;178,02;125,20;9518;24,58;27,69;281,40;55,10;173,45;140,24;248,80;;13182;8476;44,42;86,42;46,3387;154,70;39,89;88,00;26,72;105,98;249,60;5,22;173,15;113,30
05.10.2022 00:00:00;68,53;93,99;102,66;122,00;42145;48975;5265;71,86;65,22;42,53;7434;7945;18,18;46,96;;8,11;35,92;18,00;100,08;59,50;180,04;127,20;9259;25,75;27925;286,00;53,29;174,40;140,24;251,85;;13344;8502;44,70;88,10;46,9962;154,05;40,30;87,87;27225;105,30;243,15;5,32;171,85;106,70
06.10.2022 00:00:00;69,48;93,22;103,6;122,80;41,50;47,71;5275;71,95;64,06;42,46;7,32;7838;17,70;46,52;;7838;36,23;17745;104,16;58,65;179,02;125,00;9042;25645;27,79;289,15;53,82;169,90;141,68;252,40;;13388;8661;44,02;91,02;47,4839;150,75;38,96;87,92;26465;104,90;243,15;5,46;175,00;105,75
07.10.2022 00:00:00;60;92,23;101,42;117,88;40,70;47585;5308;71,32;62,00;41,33;7,38;7,86;17578;45655;;7,75;36,20;17,37;103,84;58,40;176,44;122,00;8975;24405;26,44;284,35;52,52;168,20;137,22;240,75;;12,42;8375;43,06;92,16;46466;153,95;38,77;86,43;26725;102,32;228,25;5,22;169,20;104,35
10.10.2022 00:00:00;59,6;93,23;100,84;117,18;43225;47635;5238;72,45;62,92;41,10;7384;7988;17704;46205;;7864;36255;17,06;101,98;58,35;178,00;121,56;8865;24,28;25,99;279,95;52,60;164,55;138,44;236,45;;12016;8331;43,02;87,94;47,59;148,00;37,64;86,83;26505;104,72;229,90;5,23;165,10;109,00
11.10.2022 00:00:00;59,26;93,19;100,06;115,42;41,17;48,34;5165;72,06;57,34;40815;7,11;7686;17682;45305;;7626;35,80;18,07;100,98;57,80;178,44;121,40;8741;23,37;25,71;281,40;52,49;165,30;132,44;232,15;;11,92;8,25;43,16;83,82;47187;148,05;36,78;85,50;25,87;102,66;223,00;5,20;164,05;104,00
12.10.2022 00:00:00;59,72;92,89;100,72;116,34;42105;49165;5,15;73,22;55,86;40,57;7202;7806;17706;45285;;7,40;35,35;17365;101,48;58,20;178,80;121,44;8,80;23405;26,10;278,85;52,80;164,45;131,54;232,95;;11864;8324;43,42;86,80;46,8477;148,85;36,74;85,00;25,94;102,10;224,10;5,19;160,90;105,80
13.10.2022 00:00:00;60,48;98,19;101,44;115,14;43,25;50,00;5,30;75,16;56,60;41,51;7644;8437;17648;47,12;;7746;36,56;17545;104,18;57,95;178,04;124,74;9121;24,25;27025;280,50;53,98;166,00;133,34;239,70;;12,24;8278;43,88;87,66;47,6536;151,90;38,60;86,61;26655;106,34;226,85;5,29;164,95;105,70
14.10.2022 00:00:00;57,46;95,62;99,26;109,90;43,10;48995;5241;74,40;56,10;41,27;7568;8549;17,68;46,18;;7832;34905;17,67;102,70;57,95;179,70;123,58;9154;23,60;26645;288,35;53,53;167,85;130,08;234,85;;11,53;7,79;44,10;87,34;47,6006;145,30;38,49;86,94;25,99;103,32;210,65;5,13;161,20;100,55
17.10.2022 00:00:00;58,82;98,74;101,66;115,70;44,00;50,29;5216;76,79;57,54;42,00;7722;8,56;18,16;46,00;;8056;35035;17,70;102,56;58,25;179,96;123,86;9324;24545;26835;284,00;55,30;169,35;136,30;241,00;;12064;8078;44,40;90,30;48,1414;152,05;38,91;88,25;26,18;106,76;223,15;5,26;168,50;104,50
18.10.2022 00:00:00;58,7;100,58;102,26;117,92;44,81;50,01;5152;77,94;58,26;42285;7986;8,83;18052;46,83;;8088;34345;18055;102,16;59,95;181,42;124,76;9477;24845;26,23;285,95;57,49;172,60;134,90;241,60;;12,12;8295;44,72;92,26;48,1096;154,15;39,01;90,50;26105;108,70;223,05;5,44;172,80;109,95
19.10.2022 00:00:00;58,55;100,52;101,98;117,72;45225;49605;5235;77,40;58,86;42,66;7,90;8851;18196;46,36;;8,07;35,02;18,28;105,96;59,75;182,66;125,60;9,45;24,88;26565;289,25;57,20;164,30;136,24;242,10;;12342;8077;44,08;93,48;46,2433;150,05;37,78;88,96;26,39;107,42;227,15;5,49;167,15;108,65
20.10.2022 00:00:00;59,06;100,62;102,34;117,84;45075;49605;5265;77,14;59,26;42,68;7938;8856;18,13;46155;;8018;35,22;18435;106,12;60,15;181,74;131,50;9483;25,10;26645;289,80;56,92;160,45;134,46;241,55;;12472;8,20;43,90;93,60;46,0736;159,30;37,56;88,62;26,55;107,34;212,00;5,47;169,80;112,35
21.10.2022 00:00:00;59,55;101,98;102,4;121,10;46395;50,33;5296;77,90;59,24;43365;8,12;9,04;18188;47,36;;7998;35295;18,53;107,22;59,10;185,60;131,76;9706;25,35;27,38;289,75;57,50;159,95;131,72;245,45;;12628;8441;45,72;96,30;45,2784;157,45;37,19;91,97;26735;107,58;217,25;5,61;171,50;115,60
24.10.2022 00:00:00;59,47;102,72;103,78;121,24;46,55;50,98;5374;78,26;60,36;44,10;8,22;9216;18,30;47,74;;8164;34,26;18,63;107,94;58,80;189,72;134,26;9899;25,40;27,50;292,45;58,65;165,45;131,14;250,25;;12784;8382;46,16;95,80;45,5434;159,00;38,33;92,34;26765;110,36;214,10;5,72;169,60;117,60
25.10.2022 00:00:00;61,68;104,44;104,9;120,98;46005;50,95;5375;78,35;61,18;44545;8,25;9,33;18,49;48,00;;8,29;34355;18,82;105,78;59,45;189,06;133,56;9859;26265;27,46;282,55;59,00;167,70;137,74;251,50;;13308;8654;45,82;98,50;46,2645;164,95;39,29;97,00;26,57;111,48;222,95;5,75;169,45;116,25
26.10.2022 00:00:00;59,26;105,8;94,2;114,60;45,40;51,69;5353;79,26;61,54;44065;8234;9319;18634;47745;;8252;35,27;18905;106,76;58,20;189,92;134,14;9832;25,80;26,99;289,00;58,70;171,95;128,54;229,30;;12788;8548;45,78;99,66;46,7523;167,60;38,81;96,83;26495;111,66;222,75;5,65;169,90;117,70
27.10.2022 00:00:00;58,82;105,76;92,55;111,24;45975;52,13;5539;79,49;61,14;44675;8,30;9775;18698;47,90;;8346;36,69;18,90;108,00;58,75;198,22;135,30;9913;25065;26255;293,00;58,87;169,80;98,21;227,15;;13,22;8589;46,04;99,14;46,2645;168,90;38,77;97,70;27,99;111,80;225,50;5,88;171,50;117,60
28.10.2022 00:00:00;62,3;110,64;96,58;103,80;45,75;53,07;5,55;80,00;61,54;45,85;8318;9814;19,30;48035;;8302;36,83;18,91;110,84;59,90;205,45;139,12;9918;25,39;29205;293,80;58,62;169,20;99,58;236,90;;13878;8676;47,68;100,40;46,7417;168,50;39,02;98,31;28145;112,42;229,10;5,84;169,50;117,85
